pair,corpus,scene,pair_kind,layout,season,height_m,tilt_deg,yaw_deg,scale_ratio,b_px,area_frac,covis_frac,compensation_src,вердикт,bytes,dup_group,dup_size,dup_kind
base_pair_6a26f25a1637_00003_inside.npz,base,6a26f25af1c2b55eb679e3d0,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,1.0,field,разметка подтверждена,2181947,g0541,1,
base_pair_6a26f25a1637_00004_partial.npz,base,6a26f25af1c2b55eb679e3d0,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.853,field,разметка подтверждена,2269405,g0541,1,
base_pair_6a26f25a1637_00005_inside.npz,base,6a26f25af1c2b55eb679e3d0,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,1.0,field,разметка подтверждена,1988275,g0541,1,
base_pair_6a26f25a1637_00006_inside_ss.npz,base,6a26f25af1c2b55eb679e3d0,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,1.0,same_source,разметка подтверждена,2679825,g0541,1,
base_pair_6a26f25a1637_00007_inside.npz,base,6a26f25af1c2b55eb679e3d0,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,1.0,global,разметка подтверждена,1944018,g0541,1,
base_pair_6a26f25a1637_00008_partial.npz,base,6a26f25af1c2b55eb679e3d0,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.8074,field,разметка подтверждена,2284129,g0541,1,
base_pair_6a26f25a1637_00009_inside.npz,base,6a26f25af1c2b55eb679e3d0,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,1.0,field,разметка подтверждена,2561248,g0541,1,
base_pair_6a26f25a1637_00010_inside.npz,base,6a26f25af1c2b55eb679e3d0,orto_basemap,inside,,214.1,7.75,207.61,1.116,1612,1.0,1.0,field,разметка подтверждена,3009101,g0541,1,
base_pair_6a26f25a1637_00011_inside.npz,base,6a26f25af1c2b55eb679e3d0,orto_basemap,inside,,191.6,2.95,182.18,1.034,1918,1.0,0.9999,field,разметка подтверждена,3082874,g0541,1,
base_pair_5f69d17aa08d_00000_inside.npz,base,5f69d17a71d1f60005e6ab70,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9997,global,разметка подтверждена,2276596,g0208,1,
base_pair_5f69d17aa08d_00001_partial.npz,base,5f69d17a71d1f60005e6ab70,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6887,global,разметка подтверждена,1529891,g0208,1,
base_pair_5f69d17aa08d_00002_partial.npz,base,5f69d17a71d1f60005e6ab70,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8422,global,разметка подтверждена,2363952,g0208,1,
base_pair_5f69d17aa08d_00003_inside.npz,base,5f69d17a71d1f60005e6ab70,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,1.0,global,разметка подтверждена,2421500,g0208,1,
base_pair_5f69d17aa08d_00004_partial.npz,base,5f69d17a71d1f60005e6ab70,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8511,cell_refine,разметка подтверждена,2872736,g0208,1,
base_pair_5f69d17aa08d_00005_inside.npz,base,5f69d17a71d1f60005e6ab70,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9988,cell_refine,разметка подтверждена,2438843,g0208,1,
base_pair_5f69d17aa08d_00006_inside_ss.npz,base,5f69d17a71d1f60005e6ab70,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,0.9998,same_source,разметка подтверждена,2793706,g0208,1,
base_pair_5f69d17aa08d_00007_inside.npz,base,5f69d17a71d1f60005e6ab70,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,1.0,cell_refine,разметка подтверждена,2026495,g0208,1,
base_pair_5f69d17aa08d_00008_partial.npz,base,5f69d17a71d1f60005e6ab70,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.8068,field,разметка подтверждена,2978356,g0208,1,
base_pair_5f69d17aa08d_00009_inside.npz,base,5f69d17a71d1f60005e6ab70,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,0.9984,field,разметка подтверждена,2659142,g0208,1,
base_pair_5f69d17aa08d_00010_inside.npz,base,5f69d17a71d1f60005e6ab70,orto_basemap,inside,,214.1,7.75,207.61,1.116,1612,1.0,1.0,field,разметка подтверждена,2885126,g0208,1,
base_pair_5f69d17aa08d_00011_inside.npz,base,5f69d17a71d1f60005e6ab70,orto_basemap,inside,,191.6,2.95,182.18,1.034,1918,1.0,1.0,field,разметка подтверждена,3035710,g0208,1,
base_pair_5b41f072a29e_00000_inside.npz,base,5b41f0722b6a08001185f93f,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9999,cell_refine,разметка подтверждена,2098978,g0036,1,
base_pair_5b41f072a29e_00001_partial.npz,base,5b41f0722b6a08001185f93f,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6885,cell_refine,разметка подтверждена,1431786,g0036,1,
base_pair_5b41f072a29e_00002_partial.npz,base,5b41f0722b6a08001185f93f,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8406,field,разметка подтверждена,2210302,g0036,1,
base_pair_5b41f072a29e_00003_inside.npz,base,5b41f0722b6a08001185f93f,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.999,field,разметка подтверждена,2248123,g0036,1,
base_pair_5b41f072a29e_00004_partial.npz,base,5b41f0722b6a08001185f93f,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8388,global,разметка подтверждена,2637439,g0036,1,
base_pair_5b41f072a29e_00005_inside.npz,base,5b41f0722b6a08001185f93f,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9929,global,разметка подтверждена,2235157,g0036,1,
base_pair_5b41f072a29e_00006_inside_ss.npz,base,5b41f0722b6a08001185f93f,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,0.9932,same_source,разметка подтверждена,2568732,g0036,1,
base_pair_5b41f072a29e_00007_inside.npz,base,5b41f0722b6a08001185f93f,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,0.9939,global,разметка подтверждена,1947089,g0036,1,
base_pair_5b41f072a29e_00008_partial.npz,base,5b41f0722b6a08001185f93f,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.8025,field,разметка подтверждена,2820403,g0036,1,
base_pair_5b41f072a29e_00009_inside.npz,base,5b41f0722b6a08001185f93f,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,0.9905,field,разметка подтверждена,2520110,g0036,1,
base_pair_5b41f072a29e_00010_inside.npz,base,5b41f0722b6a08001185f93f,orto_basemap,inside,,214.1,7.75,207.61,1.116,1612,1.0,0.9979,field,разметка подтверждена,3012821,g0036,1,
base_pair_5b41f072a29e_00011_inside.npz,base,5b41f0722b6a08001185f93f,orto_basemap,inside,,191.6,2.95,182.18,1.034,1918,1.0,0.9987,field,разметка подтверждена,3165788,g0036,1,
base_pair_5bbe6dfd3897_00000_inside.npz,base,5bbe6dfdfb28140006123420,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9986,field,разметка подтверждена,2193875,g0076,1,
base_pair_5bbe6dfd3897_00001_partial.npz,base,5bbe6dfdfb28140006123420,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6882,field,разметка подтверждена,1540619,g0076,1,
base_pair_5bbe6dfd3897_00002_partial.npz,base,5bbe6dfdfb28140006123420,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8421,field,разметка подтверждена,2241611,g0076,1,
base_pair_5bbe6dfd3897_00003_inside.npz,base,5bbe6dfdfb28140006123420,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9993,field,разметка подтверждена,2294815,g0076,1,
base_pair_5bbe6dfd3897_00004_partial.npz,base,5bbe6dfdfb28140006123420,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.7722,field,разметка подтверждена,2320498,g0076,1,
base_pair_5bbe6dfd3897_00005_inside.npz,base,5bbe6dfdfb28140006123420,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9986,field,разметка подтверждена,2216756,g0076,1,
base_pair_5bbe6dfd3897_00006_inside_ss.npz,base,5bbe6dfdfb28140006123420,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,1.0,same_source,разметка подтверждена,2744809,g0076,1,
base_pair_5bbe6dfd3897_00007_inside.npz,base,5bbe6dfdfb28140006123420,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,1.0,field,разметка подтверждена,1867561,g0076,1,
base_pair_5bbe6dfd3897_00008_partial.npz,base,5bbe6dfdfb28140006123420,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.7722,field,разметка подтверждена,2482900,g0076,1,
base_pair_5bbe6dfd3897_00009_inside.npz,base,5bbe6dfdfb28140006123420,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,0.9998,field,разметка подтверждена,2446018,g0076,1,
base_pair_34c0f34d2513_00000_inside.npz,base,34c0f34d-2d19-429f-a32c-f38ad637d805,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9994,cell_refine,разметка подтверждена,2473092,g0026,1,
base_pair_34c0f34d2513_00001_partial.npz,base,34c0f34d-2d19-429f-a32c-f38ad637d805,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6886,cell_refine,разметка подтверждена,1609370,g0026,1,
base_pair_34c0f34d2513_00002_partial.npz,base,34c0f34d-2d19-429f-a32c-f38ad637d805,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8341,field,разметка подтверждена,2303280,g0026,1,
base_pair_34c0f34d2513_00003_inside.npz,base,34c0f34d-2d19-429f-a32c-f38ad637d805,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9993,field,разметка подтверждена,2254149,g0026,1,
base_pair_34c0f34d2513_00004_partial.npz,base,34c0f34d-2d19-429f-a32c-f38ad637d805,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8275,field,разметка подтверждена,2645369,g0026,1,
base_pair_34c0f34d2513_00005_inside.npz,base,34c0f34d-2d19-429f-a32c-f38ad637d805,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9679,field,разметка подтверждена,2282856,g0026,1,
base_pair_34c0f34d2513_00006_inside_ss.npz,base,34c0f34d-2d19-429f-a32c-f38ad637d805,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,0.9988,same_source,разметка подтверждена,2576172,g0026,1,
base_pair_34c0f34d2513_00007_inside.npz,base,34c0f34d-2d19-429f-a32c-f38ad637d805,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,0.9981,field,разметка подтверждена,2080982,g0026,1,
base_pair_34c0f34d2513_00008_partial.npz,base,34c0f34d-2d19-429f-a32c-f38ad637d805,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.7477,field,разметка подтверждена,2596290,g0026,1,
base_pair_34c0f34d2513_00009_inside.npz,base,34c0f34d-2d19-429f-a32c-f38ad637d805,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,0.9964,field,разметка подтверждена,2736685,g0026,1,
base_pair_5c48908c0da3_00000_inside.npz,base,5c48908c9713e40005fd4010,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9941,cell_refine,разметка подтверждена,2294019,g0092,1,
base_pair_5c48908c0da3_00001_partial.npz,base,5c48908c9713e40005fd4010,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6799,cell_refine,разметка подтверждена,1562207,g0092,1,
base_pair_5c48908c0da3_00002_partial.npz,base,5c48908c9713e40005fd4010,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8422,field,разметка подтверждена,2380114,g0092,1,
base_pair_5c48908c0da3_00003_inside.npz,base,5c48908c9713e40005fd4010,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9999,field,разметка подтверждена,2451047,g0092,1,
base_pair_5c48908c0da3_00004_partial.npz,base,5c48908c9713e40005fd4010,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8521,field,разметка подтверждена,2767264,g0092,1,
base_pair_5c48908c0da3_00005_inside.npz,base,5c48908c9713e40005fd4010,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9991,field,разметка подтверждена,2427888,g0092,1,
base_pair_5c48908c0da3_00006_inside_ss.npz,base,5c48908c9713e40005fd4010,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,0.9997,same_source,разметка подтверждена,2890667,g0092,1,
base_pair_5c48908c0da3_00007_inside.npz,base,5c48908c9713e40005fd4010,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,0.999,field,разметка подтверждена,2096356,g0092,1,
base_pair_5c48908c0da3_00008_partial.npz,base,5c48908c9713e40005fd4010,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.8074,field,разметка подтверждена,2913983,g0092,1,
base_pair_5c48908c0da3_00009_inside.npz,base,5c48908c9713e40005fd4010,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,0.9992,field,разметка подтверждена,2594945,g0092,1,
base_pair_5bd71b0f8459_00000_inside.npz,base,5bd71b0f40de3f0005f21520,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9996,field,разметка подтверждена,2218809,g0084,1,
base_pair_5bd71b0f8459_00001_partial.npz,base,5bd71b0f40de3f0005f21520,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6885,field,разметка подтверждена,1506423,g0084,1,
base_pair_5bd71b0f8459_00002_partial.npz,base,5bd71b0f40de3f0005f21520,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8421,field,разметка подтверждена,2334512,g0084,1,
base_pair_5bd71b0f8459_00003_inside.npz,base,5bd71b0f40de3f0005f21520,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9995,field,разметка подтверждена,2418356,g0084,1,
base_pair_5bd71b0f8459_00004_partial.npz,base,5bd71b0f40de3f0005f21520,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8527,field,разметка подтверждена,2706291,g0084,1,
base_pair_5bd71b0f8459_00005_inside.npz,base,5bd71b0f40de3f0005f21520,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9966,field,разметка подтверждена,2340647,g0084,1,
base_pair_5bd71b0f8459_00006_inside_ss.npz,base,5bd71b0f40de3f0005f21520,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,1.0,same_source,разметка подтверждена,2691577,g0084,1,
base_pair_5bd71b0f8459_00007_inside.npz,base,5bd71b0f40de3f0005f21520,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,0.9998,field,разметка подтверждена,1964746,g0084,1,
base_pair_5bd71b0f8459_00008_partial.npz,base,5bd71b0f40de3f0005f21520,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.8073,field,разметка подтверждена,2908577,g0084,1,
base_pair_5bd71b0f8459_00009_inside.npz,base,5bd71b0f40de3f0005f21520,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,0.9995,field,разметка подтверждена,2669873,g0084,1,
base_pair_5bd71b0f8459_00010_inside.npz,base,5bd71b0f40de3f0005f21520,orto_basemap,inside,,214.1,7.75,207.61,1.116,1612,1.0,0.998,field,разметка подтверждена,3172444,g0084,1,
base_pair_5bd71b0f8459_00011_inside.npz,base,5bd71b0f40de3f0005f21520,orto_basemap,inside,,191.6,2.95,182.18,1.034,1918,1.0,0.9979,field,разметка подтверждена,3212796,g0084,1,
base_pair_60e423fb7771_00000_inside.npz,base,60e423fb5bc2dc00058bbdde,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9999,cell_refine,разметка подтверждена,2119748,g0297,1,
base_pair_60e423fb7771_00001_partial.npz,base,60e423fb5bc2dc00058bbdde,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6888,cell_refine,разметка подтверждена,1480054,g0297,1,
base_pair_60e423fb7771_00002_partial.npz,base,60e423fb5bc2dc00058bbdde,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8421,field,разметка подтверждена,2255296,g0297,1,
base_pair_60e423fb7771_00003_inside.npz,base,60e423fb5bc2dc00058bbdde,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.999,field,разметка подтверждена,2310952,g0297,1,
base_pair_60e423fb7771_00004_partial.npz,base,60e423fb5bc2dc00058bbdde,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8529,field,разметка подтверждена,2548099,g0297,1,
base_pair_60e423fb7771_00005_inside.npz,base,60e423fb5bc2dc00058bbdde,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9998,field,разметка подтверждена,2208611,g0297,1,
base_pair_60e423fb7771_00006_inside_ss.npz,base,60e423fb5bc2dc00058bbdde,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,0.9988,same_source,разметка подтверждена,2762858,g0297,1,
base_pair_60e423fb7771_00007_inside.npz,base,60e423fb5bc2dc00058bbdde,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,0.9987,field,разметка подтверждена,1837029,g0297,1,
base_pair_60e423fb7771_00008_partial.npz,base,60e423fb5bc2dc00058bbdde,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.8064,field,разметка подтверждена,2560606,g0297,1,
base_pair_60e423fb7771_00009_inside.npz,base,60e423fb5bc2dc00058bbdde,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,0.9988,field,разметка подтверждена,2410433,g0297,1,
base_pair_60e423fb7771_00010_inside.npz,base,60e423fb5bc2dc00058bbdde,orto_basemap,inside,,214.1,7.75,207.61,1.116,1612,1.0,1.0,field,разметка подтверждена,2846455,g0297,1,
base_pair_60e423fb7771_00011_inside.npz,base,60e423fb5bc2dc00058bbdde,orto_basemap,inside,,191.6,2.95,182.18,1.034,1918,1.0,1.0,field,разметка подтверждена,2855775,g0297,1,
base_pair_5baf3d6e1939_00000_inside.npz,base,5baf3d6ea28dc0000543f05e,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9996,global,разметка подтверждена,2112745,g0070,1,
base_pair_5baf3d6e1939_00001_partial.npz,base,5baf3d6ea28dc0000543f05e,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6879,global,разметка подтверждена,1538311,g0070,1,
base_pair_5baf3d6e1939_00002_partial.npz,base,5baf3d6ea28dc0000543f05e,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8135,cell_refine,разметка подтверждена,2069752,g0070,1,
base_pair_5baf3d6e1939_00003_inside.npz,base,5baf3d6ea28dc0000543f05e,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9993,cell_refine,разметка подтверждена,2225564,g0070,1,
base_pair_5baf3d6e1939_00004_partial.npz,base,5baf3d6ea28dc0000543f05e,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8522,field,разметка подтверждена,2663429,g0070,1,
