pair,corpus,scene,pair_kind,mode,layout,season,height_m,tilt_deg,scale_ratio,covis_frac,b_px,src_split,geo_cluster,split,gt_class,gt_sigma_px,gt_sigma_src,weight,slice,modality,bytes
pair_L15_R0034_asis.npz,ortholoc,L15,frame_dop,asis,partial,,108.2,24.68,0.799,0.7545,768,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2160933
pair_L15_R0042_asis.npz,ortholoc,L15,frame_dop,asis,partial,,89.4,23.4,0.786,0.3247,640,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,1364196
pair_L15_R0066_asis.npz,ortholoc,L15,frame_dop,asis,partial,,90.9,25.27,0.69,0.3953,640,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,1681755
pair_L15_R0097_asis.npz,ortholoc,L15,frame_dop,asis,inside,,107.9,24.31,0.706,0.9996,1024,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2787919
pair_L15_R0099_asis.npz,ortholoc,L15,frame_dop,asis,inside,,90.0,24.22,0.708,0.9993,1024,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2770539
pair_L15_R0099_rect.npz,ortholoc,L15,rect_ortho,rect,partial,,90.0,24.22,1.0,0.6869,1024,test_inPlace,c_L15,val,exact,0.1,аналитическая,0.50,inplace,photo,1636156
pair_L15_R0103_asis.npz,ortholoc,L15,frame_dop,asis,partial,,109.3,24.0,0.73,0.9816,896,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2893585
pair_L15_R0105_asis.npz,ortholoc,L15,frame_dop,asis,inside,,89.9,24.69,0.735,0.9994,1024,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2820636
pair_L15_R0119_asis.npz,ortholoc,L15,frame_dop,asis,partial,,90.5,25.23,0.709,0.9076,768,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2548762
pair_L15_R0156_asis.npz,ortholoc,L15,frame_dop,asis,partial,,106.9,24.69,0.668,0.856,640,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2192030
pair_L15_R0179_asis.npz,ortholoc,L15,frame_dop,asis,partial,,108.5,24.34,0.647,0.924,768,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2516422
pair_L15_R0188_asis.npz,ortholoc,L15,frame_dop,asis,partial,,109.7,24.74,0.749,0.9938,1024,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,3141694
pair_L15_R0203_asis.npz,ortholoc,L15,frame_dop,asis,partial,,90.4,24.31,0.681,0.6788,640,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2291429
pair_L15_R0204_asis.npz,ortholoc,L15,frame_dop,asis,partial,,88.7,24.4,0.724,0.8395,768,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2458354
pair_L15_R0229_asis.npz,ortholoc,L15,frame_dop,asis,partial,,107.0,24.62,0.662,0.9983,1024,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2615290
pair_L15_R0237_asis.npz,ortholoc,L15,frame_dop,asis,partial,,108.1,23.96,0.78,0.9489,896,test_inPlace,c_L15,val,registered,0.97,оценка,1.00,inplace,photo,2441257
pair_L15_R0237_rect.npz,ortholoc,L15,rect_ortho,rect,partial,,108.1,23.96,1.0,0.6343,768,test_inPlace,c_L15,val,exact,0.1,аналитическая,0.50,inplace,photo,1282445
pair_L15_xDOP0019_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,109.8,24.58,0.641,0.9967,1024,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2677713
pair_L15_xDOP0028_asis.npz,ortholoc,L15,frame_xdop,asis,inside,,89.0,24.48,0.641,0.9993,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2672640
pair_L15_xDOP0034_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,108.2,24.68,0.799,0.9012,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2425289
pair_L15_xDOP0042_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,89.4,23.4,0.786,0.92,1024,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2426166
pair_L15_xDOP0066_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,90.9,25.27,0.69,0.5323,640,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,1933943
pair_L15_xDOP0097_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,107.9,24.31,0.706,0.9137,768,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2429687
pair_L15_xDOP0099_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,90.0,24.22,0.708,0.9419,768,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2395648
pair_L15_xDOP0099_rect.npz,ortholoc,L15,rect_ortho,rect,partial,,90.0,24.22,1.0,0.6869,1024,test_inPlace,c_L15,val,exact,0.1,аналитическая,0.50,inplace,photo,1429660
pair_L15_xDOP0103_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,109.3,24.0,0.73,0.9654,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2698872
pair_L15_xDOP0105_asis.npz,ortholoc,L15,frame_xdop,asis,inside,,89.9,24.69,0.735,0.9994,1024,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2651094
pair_L15_xDOP0119_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,90.5,25.23,0.709,0.9983,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2666344
pair_L15_xDOP0156_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,106.9,24.69,0.668,0.9984,1024,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2449646
pair_L15_xDOP0179_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,108.5,24.34,0.647,0.9955,1024,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2447720
pair_L15_xDOP0188_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,109.7,24.74,0.749,0.3763,640,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,1557446
pair_L15_xDOP0203_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,90.4,24.31,0.681,0.9939,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2753376
pair_L15_xDOP0204_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,88.7,24.4,0.724,0.9849,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2723881
pair_L15_xDOP0229_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,107.0,24.62,0.662,0.9949,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2400694
pair_L15_xDOP0237_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,108.1,23.96,0.78,0.6421,768,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,1920424
pair_L15_xDOPDSM0019_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,109.8,24.58,0.641,0.8759,640,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2330881
pair_L15_xDOPDSM0028_asis.npz,ortholoc,L15,frame_xdop,asis,inside,,89.0,24.48,0.641,0.9994,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2623711
pair_L15_xDOPDSM0034_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,108.2,24.68,0.799,0.8905,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2382588
pair_L15_xDOPDSM0042_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,89.4,23.4,0.786,0.6236,640,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,1915188
pair_L15_xDOPDSM0066_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,90.9,25.27,0.69,0.5016,640,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,1842627
pair_L15_xDOPDSM0097_asis.npz,ortholoc,L15,frame_xdop,asis,inside,,107.9,24.31,0.706,0.9996,1024,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2626586
pair_L15_xDOPDSM0099_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,90.0,24.22,0.708,0.9982,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2506047
pair_L15_xDOPDSM0103_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,109.3,24.0,0.73,0.9811,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2751877
pair_L15_xDOPDSM0105_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,89.9,24.69,0.735,0.9979,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2721005
pair_L15_xDOPDSM0119_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,90.5,25.23,0.709,0.9731,768,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2716787
pair_L15_xDOPDSM0119_rect.npz,ortholoc,L15,rect_ortho,rect,partial,,90.5,25.23,1.0,0.5166,768,test_inPlace,c_L15,val,exact,0.1,аналитическая,0.50,inplace,photo,1059251
pair_L15_xDOPDSM0156_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,106.9,24.69,0.668,0.9531,768,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2359835
pair_L15_xDOPDSM0179_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,108.5,24.34,0.647,0.9955,1024,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2447726
pair_L15_xDOPDSM0188_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,109.7,24.74,0.749,0.9558,896,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2862845
pair_L15_xDOPDSM0203_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,90.4,24.31,0.681,0.6109,640,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,1884719
pair_L15_xDOPDSM0204_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,88.7,24.4,0.724,0.3885,640,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,1571196
pair_L15_xDOPDSM0229_asis.npz,ortholoc,L15,frame_xdop,asis,partial,,107.0,24.62,0.662,0.9983,1024,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2463750
pair_L15_xDOPDSM0237_asis.npz,ortholoc,L15,frame_xdop,asis,inside,,108.1,23.96,0.78,0.9998,1024,test_inPlace,c_L15,val,registered,0.71,измерено,1.00,inplace,photo,2426398
pair_L01_R0001_asis.npz,ortholoc,L01,frame_dop,asis,inside,,100.8,25.14,0.668,1.0,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2312024
pair_L01_R0003_asis.npz,ortholoc,L01,frame_dop,asis,inside,,111.8,24.64,0.699,0.9996,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3278787
pair_L01_R0005_asis.npz,ortholoc,L01,frame_dop,asis,partial,,110.9,24.53,0.69,0.9885,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3236701
pair_L01_R0010_asis.npz,ortholoc,L01,frame_dop,asis,partial,,106.0,24.54,0.665,0.9712,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3157232
pair_L01_R0013_asis.npz,ortholoc,L01,frame_dop,asis,partial,,100.2,24.25,0.735,0.9556,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2606595
pair_L01_R0018_asis.npz,ortholoc,L01,frame_dop,asis,partial,,108.7,24.47,0.703,0.9476,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2396352
pair_L01_R0019_asis.npz,ortholoc,L01,frame_dop,asis,partial,,106.3,26.9,0.706,0.8073,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2001975
pair_L01_R0021_asis.npz,ortholoc,L01,frame_dop,asis,partial,,110.1,24.64,0.626,0.3395,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,1514820
pair_L01_R0022_asis.npz,ortholoc,L01,frame_dop,asis,partial,,102.9,24.27,0.707,0.6584,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,1940536
pair_L01_R0025_asis.npz,ortholoc,L01,frame_dop,asis,inside,,100.9,25.34,0.672,1.0,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2834620
pair_L01_R0026_asis.npz,ortholoc,L01,frame_dop,asis,partial,,114.4,24.68,0.732,0.7424,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2637922
pair_L01_R0027_asis.npz,ortholoc,L01,frame_dop,asis,partial,,103.3,24.61,0.654,0.8434,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2820338
pair_L01_R0033_asis.npz,ortholoc,L01,frame_dop,asis,partial,,103.5,26.12,0.674,0.9339,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2210080
pair_L01_R0039_asis.npz,ortholoc,L01,frame_dop,asis,partial,,111.2,25.24,0.692,0.9601,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3316427
pair_L01_R0040_asis.npz,ortholoc,L01,frame_dop,asis,partial,,101.7,25.16,0.709,0.6646,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,1942668
pair_L01_R0041_asis.npz,ortholoc,L01,frame_dop,asis,inside,,98.6,24.43,0.729,1.0,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2681805
pair_L01_R0045_asis.npz,ortholoc,L01,frame_dop,asis,partial,,106.5,24.6,0.678,0.9799,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3249290
pair_L01_R0053_asis.npz,ortholoc,L01,frame_dop,asis,inside,,105.3,24.01,0.668,0.9991,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2560718
pair_L01_R0054_asis.npz,ortholoc,L01,frame_dop,asis,partial,,107.5,25.34,0.682,0.8125,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,1901832
pair_L01_R0059_asis.npz,ortholoc,L01,frame_dop,asis,inside,,97.9,27.11,0.59,1.0,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2638917
pair_L01_R0059_rect.npz,ortholoc,L01,rect_ortho,rect,partial,,97.9,27.11,1.0,0.7106,896,train,c_L01,train,exact,0.1,аналитическая,0.50,,photo,1236737
pair_L01_R0064_asis.npz,ortholoc,L01,frame_dop,asis,inside,,106.2,25.03,0.654,1.0,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3377447
pair_L01_R0066_asis.npz,ortholoc,L01,frame_dop,asis,partial,,103.2,24.54,0.726,0.9716,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2811079
pair_L01_R0067_asis.npz,ortholoc,L01,frame_dop,asis,partial,,102.3,24.5,0.705,0.7247,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,1882140
pair_L01_R0069_asis.npz,ortholoc,L01,frame_dop,asis,partial,,101.1,26.16,0.718,0.9096,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2266130
pair_L01_R0072_asis.npz,ortholoc,L01,frame_dop,asis,inside,,107.6,24.26,0.7,1.0,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2907366
pair_L01_R0074_asis.npz,ortholoc,L01,frame_dop,asis,partial,,107.5,25.81,0.663,0.7582,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,1833789
pair_L01_R0075_asis.npz,ortholoc,L01,frame_dop,asis,partial,,105.4,25.46,0.644,0.9957,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3160582
pair_L01_R0078_asis.npz,ortholoc,L01,frame_dop,asis,partial,,112.6,24.83,0.694,0.748,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2573686
pair_L01_R0081_asis.npz,ortholoc,L01,frame_dop,asis,partial,,104.9,24.45,0.764,0.9775,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2420749
pair_L01_R0083_asis.npz,ortholoc,L01,frame_dop,asis,partial,,97.4,24.93,0.637,0.9926,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2642936
pair_L01_R0084_asis.npz,ortholoc,L01,frame_dop,asis,partial,,103.3,24.98,0.747,0.5063,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,1484476
pair_L01_R0089_asis.npz,ortholoc,L01,frame_dop,asis,partial,,104.1,25.33,0.726,0.9879,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2552013
pair_L01_R0091_asis.npz,ortholoc,L01,frame_dop,asis,partial,,109.4,24.83,0.657,0.9772,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3299272
pair_L01_R0093_asis.npz,ortholoc,L01,frame_dop,asis,inside,,103.0,25.35,0.735,1.0,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2875381
pair_L01_R0094_asis.npz,ortholoc,L01,frame_dop,asis,partial,,105.8,24.27,0.696,0.7802,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2224477
pair_L01_R0095_asis.npz,ortholoc,L01,frame_dop,asis,partial,,108.5,23.56,0.709,0.792,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2224835
pair_L01_R0098_asis.npz,ortholoc,L01,frame_dop,asis,partial,,110.0,25.05,0.672,0.9568,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2881433
pair_L01_R0100_asis.npz,ortholoc,L01,frame_dop,asis,partial,,106.0,26.97,0.711,0.9892,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2311204
pair_L01_R0105_asis.npz,ortholoc,L01,frame_dop,asis,partial,,102.2,24.43,0.718,0.9883,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2570289
pair_L01_R0107_asis.npz,ortholoc,L01,frame_dop,asis,partial,,97.3,24.8,0.681,0.9845,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2311380
pair_L01_R0110_asis.npz,ortholoc,L01,frame_dop,asis,partial,,106.1,25.39,0.718,0.9002,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3010540
pair_L01_R0113_asis.npz,ortholoc,L01,frame_dop,asis,partial,,108.5,25.12,0.713,0.4246,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,1669645
pair_L01_R0115_asis.npz,ortholoc,L01,frame_dop,asis,partial,,100.6,24.56,0.684,0.9322,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2237908
pair_L01_R0116_asis.npz,ortholoc,L01,frame_dop,asis,partial,,108.8,23.88,0.74,0.5859,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2121325
pair_L01_R0122_asis.npz,ortholoc,L01,frame_dop,asis,partial,,108.4,25.18,0.67,0.7375,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2507373
pair_L01_R0129_asis.npz,ortholoc,L01,frame_dop,asis,partial,,99.2,25.29,0.702,0.9581,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2507695
pair_L01_R0131_asis.npz,ortholoc,L01,frame_dop,asis,partial,,99.4,24.45,0.715,0.8613,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,1980574
pair_L01_R0131_rect.npz,ortholoc,L01,rect_ortho,rect,partial,,99.4,24.45,1.0,0.4945,640,train,c_L01,train,exact,0.1,аналитическая,0.50,,photo,911095
pair_L01_R0136_asis.npz,ortholoc,L01,frame_dop,asis,partial,,107.2,24.2,0.715,0.9372,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2517005
pair_L01_R0138_asis.npz,ortholoc,L01,frame_dop,asis,partial,,103.6,24.66,0.705,0.9983,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3126406
pair_L01_R0141_asis.npz,ortholoc,L01,frame_dop,asis,partial,,100.6,24.52,0.716,0.9892,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2585121
pair_L01_R0145_asis.npz,ortholoc,L01,frame_dop,asis,inside,,98.5,24.48,0.709,1.0,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2573988
pair_L01_R0147_asis.npz,ortholoc,L01,frame_dop,asis,inside,,106.2,24.58,0.689,0.9998,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3237496
pair_L01_R0148_asis.npz,ortholoc,L01,frame_dop,asis,partial,,105.8,24.57,0.749,0.7356,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2582951
pair_L01_R0150_asis.npz,ortholoc,L01,frame_dop,asis,partial,,106.8,23.74,0.732,0.887,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2414267
pair_L01_R0150_rect.npz,ortholoc,L01,rect_ortho,rect,partial,,106.8,23.74,1.0,0.6626,768,train,c_L01,train,exact,0.1,аналитическая,0.50,,photo,1188089
pair_L01_R0153_asis.npz,ortholoc,L01,frame_dop,asis,partial,,103.5,25.72,0.69,0.9673,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2381635
pair_L01_R0153_rect.npz,ortholoc,L01,rect_ortho,rect,partial,,103.5,25.72,1.0,0.7722,1024,train,c_L01,train,exact,0.1,аналитическая,0.50,,photo,1548024
pair_L01_R0157_asis.npz,ortholoc,L01,frame_dop,asis,partial,,104.4,24.45,0.712,0.9922,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2353305
pair_L01_R0159_asis.npz,ortholoc,L01,frame_dop,asis,partial,,109.0,25.13,0.697,0.7843,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2741284
pair_L01_R0160_asis.npz,ortholoc,L01,frame_dop,asis,inside,,97.9,25.12,0.634,1.0,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2649027
pair_L01_R0160_rect.npz,ortholoc,L01,rect_ortho,rect,partial,,97.9,25.12,1.0,0.7196,896,train,c_L01,train,exact,0.1,аналитическая,0.50,,photo,1225057
pair_L01_R0167_asis.npz,ortholoc,L01,frame_dop,asis,partial,,104.8,24.49,0.735,0.9735,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2613486
pair_L01_R0168_asis.npz,ortholoc,L01,frame_dop,asis,partial,,104.3,26.06,0.722,0.8674,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2258842
pair_L01_R0171_asis.npz,ortholoc,L01,frame_dop,asis,partial,,97.0,26.29,0.696,0.9946,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2265610
pair_L01_R0173_asis.npz,ortholoc,L01,frame_dop,asis,partial,,98.3,24.85,0.706,0.8853,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2179764
pair_L01_R0184_asis.npz,ortholoc,L01,frame_dop,asis,partial,,98.3,24.61,0.686,0.9002,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2455221
pair_L01_R0186_asis.npz,ortholoc,L01,frame_dop,asis,inside,,103.7,24.14,0.68,1.0,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3263315
pair_L01_R0188_asis.npz,ortholoc,L01,frame_dop,asis,partial,,98.5,24.84,0.752,0.7585,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,1974029
pair_L01_R0189_asis.npz,ortholoc,L01,frame_dop,asis,partial,,98.3,24.52,0.679,0.8386,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2392985
pair_L01_R0192_asis.npz,ortholoc,L01,frame_dop,asis,partial,,102.9,24.64,0.652,0.8267,768,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2790660
pair_L01_R0201_asis.npz,ortholoc,L01,frame_dop,asis,partial,,96.5,24.9,0.704,0.9987,1024,train,c_L01,train,registered,0.97,оценка,1.00,,photo,2663567
pair_L01_R0203_asis.npz,ortholoc,L01,frame_dop,asis,partial,,98.5,24.89,0.718,0.6283,640,train,c_L01,train,registered,0.97,оценка,1.00,,photo,1879834
pair_L01_R0206_asis.npz,ortholoc,L01,frame_dop,asis,partial,,109.3,24.15,0.671,0.9931,896,train,c_L01,train,registered,0.97,оценка,1.00,,photo,3193958
